Año,Mes,Día,Hora,Día de la semana,Electricidad (kW),Fotovoltaica (kW),Refrigeración (kW),Calefacción (kWh),Energía total (kWh),Emisión (kg CO₂)
2019,1,4,0,4,20693.18,16.7,6611.432449999999,3865.60649,31168.100850000003,19440.0
2019,1,4,1,4,20789.1,17.41,6398.8298,4023.8648300000004,31209.130790000003,19470.0
2019,1,4,2,4,21315.85,15.71,6018.85312,4076.6176100000002,31411.349780000004,19590.0
2019,1,4,3,4,21569.82,15.35,6298.91183,4237.80666,32105.928050000002,20030.0
2019,1,4,4,4,21620.76,14.92,6172.61636,4249.529500000001,32044.383140000005,19990.0
2019,1,4,5,4,23200.49,14.85,7394.773859999999,4422.44139,35019.05379,21840.0
2019,1,4,6,4,24874.59,14.9,7966.98976,4859.11718,37700.65344,23510.0
2019,1,4,7,4,25345.39,24.96,7461.56169,5034.95978,37841.327520000006,23600.0
2019,1,4,8,4,25428.06,671.65,8353.89493,4838.602210000001,38620.896380000006,24090.0
2019,1,4,9,4,25167.84,4187.39,8579.15878,4486.91701,38234.04266000001,23850.0
2019,1,4,10,4,24645.56,6453.59,9251.53884,4015.0727,37911.664560000005,23650.0
2019,1,4,11,4,24331.53,7471.12,10144.118269999999,3739.5859600000003,38216.4584,23830.0
2019,1,4,12,4,24150.9,9271.77,9696.89655,3212.0581600000005,37061.75866,23110.0
2019,1,4,13,4,24174.92,9406.42,11067.15492,3185.68177,38427.469520000006,23970.0
2019,1,4,14,4,24850.94,8762.48,13243.228329999998,3241.3652600000005,41334.73384,25780.0
2019,1,4,15,4,24339.49,7260.98,14300.544039999999,3132.9289900000003,41771.40963,26050.0
2019,1,4,16,4,23854.95,2938.25,14524.998979999998,3080.17621,41457.82366000001,25860.0
2019,1,4,17,4,23322.19,169.79,14046.40562,3033.28485,40402.76806000001,25200.0
2019,1,4,18,4,22783.2,16.03,12016.78009,3138.7904100000005,37938.04095,23660.0
2019,1,4,19,4,21798.42,15.09,10263.309399999998,3332.21727,35394.18467,22070.0
2019,1,4,20,4,21582.74,15.29,9688.2799,3323.4251400000003,34594.10084000001,21580.0
2019,1,4,21,4,21438.52,16.2,8871.738010000001,3305.84088,33615.243700000006,20970.0
2019,1,4,22,4,20593.38,17.66,7917.400059999999,3528.57484,32038.52172,19980.0
2019,1,4,23,4,19981.98,15.45,6806.30942,3472.8913500000003,30262.511460000005,18870.0
2019,1,5,0,5,19634.63,15.9,5833.89409,3314.6330100000005,28782.50291,17950.0
2019,1,5,1,5,19887.47,16.61,5912.71006,3379.10863,29181.07947,18200.0
2019,1,5,2,5,20102.6,15.65,5750.85772,3516.8520000000003,29368.64491,18320.0
2019,1,5,3,5,20195.17,15.17,6119.087619999999,3566.6740700000005,29881.51916,18640.0
2019,1,5,4,5,20239.55,15.09,5819.122689999999,3537.3669700000005,29594.309580000005,18460.0
2019,1,5,5,5,20829.39,15.21,6194.56244,3675.11034,30699.187250000003,19150.0
2019,1,5,6,5,21023.69,18.51,6615.33632,3739.5859600000003,31379.11197,19570.0
2019,1,5,7,5,21281.38,28.88,7146.544,3862.6757800000005,32290.562780000004,20140.0
2019,1,5,8,5,21286.78,460.89,7137.0481,3921.2899800000005,32346.246270000003,20170.0
2019,1,5,9,5,21315.72,2503.32,7843.01551,3733.7245400000006,32891.35833,20510.0
2019,1,5,10,5,21177.62,3778.72,8934.44612,3294.1180400000003,33404.23258,20830.0
2019,1,5,11,5,21119.21,4332.52,10264.188649999998,2910.1950300000003,34295.16842,21390.0
2019,1,5,12,5,21801.78,5682.38,11826.15869,2813.4816,36440.44814000001,22730.0
2019,1,5,13,5,22043.3,5174.85,13449.67623,2728.49101,38222.31982,23840.0
2019,1,5,14,5,21894.27,2219.57,14136.37048,2725.5603000000006,38755.70904000001,24170.0
2019,1,5,15,5,21859.97,1322.97,14407.214649999998,2737.28314,39001.888680000004,24320.0
2019,1,5,16,5,21753.58,399.72,13933.439579999998,2710.90675,38398.16242000001,23950.0
2019,1,5,17,5,21758.09,63.54,13243.65037,2699.1839100000007,37700.65344,23510.0
2019,1,5,18,5,21625.06,14.2,12235.22096,2754.8674000000005,36616.290740000004,22840.0
2019,1,5,19,5,20755.03,14.36,10693.262649999999,2702.1146200000003,34148.632920000004,21300.0
2019,1,5,20,5,20648.0,14.3,10390.44895,2672.80752,33711.95713,21030.0
2019,1,5,21,5,21108.49,18.51,10874.17713,2707.9760400000005,34690.81427,21640.0
2019,1,5,22,5,20182.55,15.15,9559.346679999999,2860.37296,32604.148750000004,20330.0
2019,1,5,23,5,20070.2,14.63,8231.46816,2798.8280500000005,31100.694520000005,19400.0
2019,1,6,0,6,19979.22,15.09,7622.042399999999,2845.7194100000006,30447.146190000003,18990.0
2019,1,6,1,6,19496.81,15.05,7415.7000100000005,2992.2549100000006,29904.964840000004,18650.0
2019,1,6,2,6,19060.73,15.1,6903.5193,3062.59195,29025.751840000004,18100.0
2019,1,6,3,6,19041.45,14.92,6973.577939999999,3135.8597,29151.772370000002,18180.0
2019,1,6,4,6,19815.71,14.95,7084.398609999999,3135.8597,30036.84679,18730.0
2019,1,6,5,6,19792.15,15.12,6939.46304,3217.91958,29948.92549,18680.0
2019,1,6,6,6,20215.27,15.1,6956.52049,3200.33532,30370.94773,18940.0
2019,1,6,7,6,20363.26,18.06,7381.479600000001,3206.1967400000003,30951.228310000002,19300.0
2019,1,6,8,6,20328.03,171.78,7932.417649999999,3270.6723600000005,31531.508890000005,19670.0
2019,1,6,9,6,20750.1,812.17,8374.3287,3367.3857900000003,32489.851060000005,20260.0
2019,1,6,10,6,21466.23,1341.87,9484.18839,3311.7023000000004,34262.93061,21370.0
2019,1,6,11,6,21209.5,1957.49,9639.07707,3162.23609,34010.88955,21210.0
2019,1,6,12,6,21320.33,1228.97,9588.11574,3141.7211200000006,34051.91949,21240.0
2019,1,6,13,6,21505.2,2904.86,9891.28114,2971.7399400000004,34368.43617,21430.0
2019,1,6,14,6,21382.64,1380.87,10094.00102,2845.7194100000006,34321.54481,21410.0
2019,1,6,15,6,21551.49,1913.37,10058.09245,2751.9366900000005,34362.57475,21430.0
2019,1,6,16,6,21480.76,891.77,10068.186239999999,2772.4516600000006,34321.54481,21410.0
2019,1,6,17,6,21679.41,81.25,9665.87661,2869.16509,34216.03925,21340.0
2019,1,6,18,6,21936.02,15.39,9692.04309,2898.4721900000004,34526.69451,21530.0
2019,1,6,19,6,21185.73,15.01,8785.32532,2945.3635500000005,32914.80401000001,20530.0
2019,1,6,20,6,21330.44,15.14,8240.92889,3127.06757,32697.93147,20390.0
2019,1,6,21,6,21426.5,15.31,7987.91591,3264.8109400000003,32680.347210000004,20380.0
2019,1,6,22,6,21059.9,15.32,7809.392989999999,3314.6330100000005,32185.057220000002,20070.0
2019,1,6,23,6,20635.46,15.54,6999.814759999999,3320.49443,30954.159020000003,19310.0
2019,1,7,0,0,20415.25,15.32,6342.5578000000005,3376.17792,30133.56022,18790.0
2019,1,7,1,0,20288.1,15.85,6055.42992,3464.0992200000005,29808.25141,18590.0
2019,1,7,2,0,20282.33,15.27,6119.29864,3420.13857,29819.974250000003,18600.0
2019,1,7,3,0,20418.83,15.54,6215.840289999999,3516.8520000000003,30151.144480000003,18810.0
2019,1,7,4,0,20732.14,16.05,6052.37013,3786.4773200000004,30570.236010000004,19070.0
2019,1,7,5,0,22094.23,16.83,7102.15946,3974.0427600000007,33169.77578,20690.0
2019,1,7,6,0,23982.53,16.16,7203.589739999999,4331.58938,35517.27449,22150.0
2019,1,7,7,0,24949.9,23.83,7430.541749999999,4311.074410000001,36692.4892,22880.0
2019,1,7,8,0,25417.09,659.43,7847.939309999999,4346.24293,37609.80143000001,23460.0
2019,1,7,9,0,25676.76,4182.81,8512.72265,4129.37039,38319.03325,23900.0
2019,1,7,10,0,25408.29,6739.32,9136.67362,3335.1479800000006,37879.426750000006,23630.0
2019,1,7,11,0,26217.13,8252.43,11129.229969999999,2954.1556800000003,40300.19321,25140.0
2019,1,7,12,0,26135.7,9670.59,12497.90569,2857.44225,41490.06147,25880.0
2019,1,7,13,0,26062.36,9507.21,13479.28937,2848.6501200000002,42389.78944,26440.0
2019,1,7,14,0,25865.86,9255.56,14012.11487,2813.4816,42691.65257,26630.0
2019,1,7,15,0,25626.95,8002.48,14650.94275,2828.1351500000005,43104.88268000001,26880.0
2019,1,7,16,0,25374.47,3486.98,14731.798579999999,2687.4610700000003,42794.22742000001,26690.0
2019,1,7,17,0,24799.36,224.45,14308.17593,2807.6201800000003,41915.01442000001,26140.0
2019,1,7,18,0,24570.15,20.46,12939.324359999999,3012.7698800000003,40519.99646,25270.0
2019,1,7,19,0,23990.88,15.46,12211.16468,2998.1163300000003,39198.246250000004,24450.0
2019,1,7,20,0,23589.7,15.71,11352.207769999999,2980.53207,37923.38740000001,23650.0
2019,1,7,21,0,22558.38,15.06,10172.113589999999,2980.53207,35710.70135,22270.0
2019,1,7,22,0,21394.87,15.58,8944.25855,3074.3147900000004,33413.024710000005,20840.0
2019,1,7,23,0,20827.24,17.63,7845.020199999999,3256.01881,31927.15474,19910.0
2019,1,8,0,1,20518.13,17.05,6997.00116,3203.2660300000002,30719.70222,19160.0
2019,1,8,1,1,20449.14,17.97,6783.44892,3214.9888700000006,30447.146190000003,18990.0
2019,1,8,2,1,20753.27,18.05,6597.99751,3261.8802300000007,30614.19666,19090.0
2019,1,8,3,1,20826.28,17.86,6486.89548,3446.5149600000004,30760.73216,19180.0
2019,1,8,4,1,21037.82,16.31,6732.17106,3393.76218,31165.170140000002,19440.0
2019,1,8,5,1,22204.92,16.06,7583.53125,3581.3276200000005,33369.064060000004,20810.0
2019,1,8,6,1,23739.66,15.91,7979.897149999999,4173.33104,35892.40537,22390.0
2019,1,8,7,1,24662.96,22.21,8357.30642,4211.43027,37231.73984,23220.0
2019,1,8,8,1,24919.89,742.46,8437.634699999999,4176.261750000001,37533.60297,23410.0
2019,1,8,9,1,25340.12,4439.77,9018.361739999998,3865.60649,38225.250530000005,23840.0
2019,1,8,10,1,26306.43,6820.47,11647.178559999998,3012.7698800000003,40965.464380000005,25550.0
2019,1,8,11,1,26097.33,8822.75,13900.555629999999,2792.96663,42788.366,26690.0
2019,1,8,12,1,26280.73,10055.75,16382.5377,2664.01539,45326.36086,28270.0
2019,1,8,13,1,26305.26,10131.07,17921.29554,2625.9161600000007,46850.33006000001,29220.0
2019,1,8,14,1,27409.08,9582.93,19860.25281,2628.8468700000003,49898.26846,31120.0
2019,1,8,15,1,27712.34,8027.78,21803.43048,2540.9255700000003,52055.27102000001,32460.0
2019,1,8,16,1,27180.25,3729.05,21818.23705,2494.0342100000003,51492.574700000005,32110.0
2019,1,8,17,1,26640.13,233.8,20684.60244,2543.85628,49868.96136,31100.0
2019,1,8,18,1,25848.25,19.27,17816.24275,2661.0846800000004,46325.732970000005,28890.0
2019,1,8,19,1,24714.64,14.5,15360.4975,2661.0846800000004,42735.61322,26650.0
2019,1,8,20,1,24344.71,14.73,14303.95553,2757.79811,41405.07088000001,25820.0
2019,1,8,21,1,23629.72,14.58,13046.417010000001,2836.9272800000003,39511.832220000004,24640.0
2019,1,8,22,1,22864.32,14.44,11649.60529,2532.1334400000005,37047.105110000004,23110.0
2019,1,8,23,1,22030.21,14.83,10175.91195,2778.3130800000004,34983.885270000006,21820.0
2019,1,9,0,2,21187.24,15.74,9079.73339,2766.59024,33032.03241,20600.0
2019,1,9,1,2,20440.25,15.64,7996.673239999999,2839.85799,31276.53712,19510.0
2019,1,9,2,2,21057.71,16.8,7871.010829999999,2933.64071,31862.679120000004,19870.0
2019,1,9,3,2,21463.41,17.73,8027.306309999999,3006.90846,32498.643190000003,20270.0
2019,1,9,4,2,21670.21,18.49,9003.660679999999,2989.3242,33662.13506,21000.0
2019,1,9,5,2,22717.49,16.76,9645.86488,3232.57313,35596.40366,22200.0
2019,1,9,6,2,23894.44,15.28,10110.56609,3361.5243700000005,37366.552500000005,23300.0
2019,1,9,7,2,24180.02,21.04,10450.13244,3493.4063200000005,38122.67568000001,23780.0
2019,1,9,8,2,24182.66,300.27,9836.6973,3628.2189800000006,37647.90066000001,23480.0
2019,1,9,9,2,25099.24,3112.24,11365.25584,3379.10863,39843.00245,24850.0
2019,1,9,10,2,26331.9,3561.18,14765.491439999998,2877.9572200000002,43972.37284,27430.0
2019,1,9,11,2,26294.93,4300.79,16953.628159999997,2781.2437900000004,46029.73126000001,28710.0
2019,1,9,12,2,26351.24,2666.34,17136.30114,2602.4704800000004,46088.345460000004,28740.0
2019,1,9,13,2,26532.08,6093.38,18609.64278,2511.6184700000003,47653.344600000004,29720.0
2019,1,9,14,2,27478.69,9311.67,20980.24146,2593.67835,51052.9682,31840.0
2019,1,9,15,2,27455.89,7298.74,22618.1787,2429.55859,52503.66965,32740.000000000004
2019,1,9,16,2,27205.87,3260.73,22013.64157,2379.73652,51598.08026,32180.0
2019,1,9,17,2,26577.25,313.42,21070.27666,2499.89563,50147.37881000001,31270.0
2019,1,9,18,2,25502.26,18.55,18030.56873,2543.85628,46076.62262,28740.0
2019,1,9,19,2,24485.65,18.31,16397.062909999997,2669.87681,43553.281310000006,27160.0
2019,1,9,20,2,24162.44,15.14,15104.21371,2634.7082900000005,41900.360870000004,26130.0
2019,1,9,21,2,23692.98,14.79,14191.7984,2749.0059800000004,40631.36344,25340.0
2019,1,9,22,2,22765.03,15.2,12971.36423,2828.1351500000005,38565.21289,24050.0
2019,1,9,23,2,21870.31,15.8,11598.22192,2731.4217200000003,36200.12992,22580.0
2019,1,10,0,3,21220.6,16.75,10947.365899999999,2737.28314,34904.7561,21770.0
2019,1,10,1,3,20568.49,16.53,10240.37856,2769.52095,33577.14447,20940.0
2019,1,10,2,3,21220.8,17.57,10263.90729,2658.1539700000003,34142.7715,21290.0
2019,1,10,3,3,21485.41,16.89,10665.196989999999,2558.5098300000004,34708.398530000006,21650.0
2019,1,10,4,3,21441.48,17.75,10823.74335,2617.12403,34881.31042,21760.0
2019,1,10,5,3,22201.9,26.25,11378.23357,2795.89734,36373.04181,22690.0
2019,1,10,6,3,23531.56,28.78,11954.634699999999,3165.1668000000004,38653.13419,24110.0
2019,1,10,7,3,24414.21,28.94,12557.65952,3162.23609,40133.14274,25030.0
2019,1,10,8,3,24999.21,650.8,12820.06289,3288.2566200000006,41109.06917000001,25640.0
2019,1,10,9,3,25780.19,949.35,13081.446329999999,2965.87852,41827.093120000005,26090.0
2019,1,10,10,3,21280.73,928.1,10786.04111,2350.42942,34418.25824,21470.0
2019,1,10,11,3,26339.46,2609.67,14626.64028,2781.2437900000004,43746.708170000005,27280.0
2019,1,10,12,3,26591.31,3191.04,15910.59147,2502.82634,45003.982760000006,28070.0
2019,1,10,13,3,27286.71,3207.77,17310.49815,2526.27202,47122.88609,29390.0
2019,1,10,14,3,26546.77,3319.63,17255.035060000002,2705.0453300000004,46507.43699,29010.0
2019,1,10,15,3,26231.12,4830.16,17054.2847,2368.01368,45654.60038,28470.0
2019,1,10,16,3,26157.7,2792.93,17101.86971,2461.7964,45722.00671,28520.0
2019,1,10,17,3,25848.36,296.78,16655.49207,2376.80581,44880.89294,27990.0
2019,1,10,18,3,25495.57,27.36,14997.96514,2678.6689400000005,43172.28901000001,26930.0
2019,1,10,19,3,24851.08,25.15,14179.770260000001,2942.43284,41973.62862,26180.0
2019,1,10,20,3,24348.83,25.98,13591.69269,2869.16509,40810.136750000005,25450.0
2019,1,10,21,3,24011.11,25.02,12991.20011,2933.64071,39933.85446,24910.0
2019,1,10,22,3,23110.25,23.37,11398.80802,2898.4721900000004,37404.651730000005,23330.0
2019,1,10,23,3,21284.76,23.26,9460.3783,2921.9178700000007,33667.99648,21000.0
2019,1,11,0,4,20867.84,23.35,8349.358,2898.4721900000004,32114.720180000004,20030.0
2019,1,11,1,4,21064.03,22.72,8098.912429999999,2872.0958000000005,32032.660300000003,19980.0
2019,1,11,2,4,21761.88,23.2,8576.45069,2877.9572200000002,33213.736430000004,20720.0
2019,1,11,3,4,21021.76,22.4,7921.655629999999,2913.12574,31856.817700000003,19870.0
2019,1,11,4,4,21032.35,24.45,7814.49264,3091.8990500000004,31938.877580000004,19920.0
2019,1,11,5,4,22217.17,29.39,8441.292379999999,3423.06928,34081.226590000006,21260.0
2019,1,11,6,4,24581.44,30.09,9812.81687,3812.8537100000003,38204.73556000001,23830.0
2019,1,11,7,4,24697.86,30.19,9873.37961,3868.5372,38439.19236,23970.0
2019,1,11,8,4,24746.1,791.94,8980.09678,4038.51838,37762.19835,23550.0
2019,1,11,9,4,25058.29,4467.75,9945.65396,3487.5449000000003,38491.94514,24010.0
2019,1,11,10,4,25262.64,6905.32,11579.44114,2989.3242,39831.279610000005,24840.0
2019,1,11,11,4,26180.21,8565.93,13888.49232,2576.09409,42644.761210000004,26600.0
2019,1,11,12,4,27221.13,9906.78,15936.26557,2353.36013,45510.99559,28380.0
2019,1,11,13,4,26518.41,9925.11,16635.86721,2476.44995,45628.223990000006,28460.0
2019,1,11,14,4,26328.53,9518.1,17195.03504,2611.26261,46135.23682,28770.0
2019,1,11,15,4,26833.34,8050.13,18123.13617,2338.7065800000005,47295.79798,29500.0
2019,1,11,16,4,26599.38,3885.43,18624.23833,2403.1822,47626.96821,29700.0
2019,1,11,17,4,25214.6,231.91,17038.14167,2482.3113700000004,44734.35744,27900.0
2019,1,11,18,4,24567.93,32.51,14958.293380000001,2614.1933200000003,42140.679090000005,26280.0
2019,1,11,19,4,24207.69,27.76,14149.172359999999,2666.9461,41024.07858,25590.0
2019,1,11,20,4,23865.21,28.64,13728.71501,2731.4217200000003,40323.63889,25150.0
2019,1,11,21,4,23320.93,27.68,12941.43456,2678.6689400000005,38940.34377000001,24290.0
2019,1,11,22,4,22088.7,26.84,11574.271149999999,2672.80752,36334.94258,22660.0
2019,1,11,23,4,20981.67,26.19,9448.94805,2895.5414800000003,33325.10341,20790.0
2019,1,12,0,5,20685.45,26.43,8080.272329999999,2983.4627800000003,31748.38143,19800.0
2019,1,12,1,5,20501.66,25.95,7817.9393,3068.4533700000006,31384.973390000003,19580.0
2019,1,12,2,5,20794.84,25.62,7674.727059999999,3103.6218900000003,31572.538830000005,19690.0
2019,1,12,3,5,20738.41,26.0,8369.08837,3232.57313,32340.384850000002,20170.0
2019,1,12,4,5,20197.65,25.88,7435.289699999999,3232.57313,30863.307010000004,19250.0
2019,1,12,5,5,20534.19,25.32,7552.792670000001,3147.5825400000003,31232.57647,19480.0
2019,1,12,6,5,20949.68,24.66,8373.6253,3297.0487500000004,32618.802300000003,20340.0
2019,1,12,7,5,21356.68,28.54,8914.64541,3625.28827,33896.59186,21140.0
2019,1,12,8,5,21292.79,872.78,9172.19532,3669.24892,34133.97937,21290.0
2019,1,12,9,5,22136.61,4460.7,10477.70572,3467.02993,36082.90152000001,22500.0
2019,1,12,10,5,22613.41,6525.92,12233.5328,3118.2754400000003,37964.41734,23680.0
2019,1,12,11,5,22566.76,9184.46,13320.9892,2790.0359200000003,38676.57987,24120.0
2019,1,12,12,5,22950.99,10098.99,14751.91582,2696.2532,40399.83735,25200.0
2019,1,12,13,5,23226.99,9273.1,15595.925479999998,2576.09409,41396.278750000005,25820.0
2019,1,12,14,5,23101.68,8340.43,16412.7839,2450.0735600000003,41964.83649,26170.0
2019,1,12,15,5,23034.28,6326.16,17338.52864,2461.7964,42835.25736,26710.0
2019,1,12,16,5,22955.23,1243.13,16661.4358,2499.89563,42114.3027,26270.0
2019,1,12,17,5,22846.71,187.74,15914.284319999999,2532.1334400000005,41290.77319,25750.0
2019,1,12,18,5,22960.81,24.06,15181.02499,2502.82634,40643.08628,25350.0
2019,1,12,19,5,22702.12,16.52,14727.85954,2579.0248000000006,40007.12221,24950.0
2019,1,12,20,5,22260.26,14.58,13754.21326,2549.7177,38565.21289,24050.0
2019,1,12,21,5,21803.61,15.33,12377.27259,2980.53207,37161.4028,23180.0
2019,1,12,22,5,21452.85,16.04,10645.04458,2833.9965700000002,34931.13249,21790.0
2019,1,12,23,5,20958.13,16.64,9956.310469999999,2880.8879300000003,33794.01701,21080.0
2019,1,13,0,6,21017.25,16.66,9319.31143,2828.1351500000005,33163.91436,20680.0
2019,1,13,1,6,20699.27,17.2,8794.11782,2901.4029000000005,32396.068340000005,20200.0
2019,1,13,2,6,20176.67,17.28,8283.238399999998,2880.8879300000003,31341.012740000002,19550.0
2019,1,13,3,6,19984.97,16.56,8107.88078,2998.1163300000003,31088.971680000002,19390.0
2019,1,13,4,6,20383.76,16.57,8179.486899999999,3033.28485,31595.984510000002,19710.0
2019,1,13,5,6,21169.95,16.63,8637.25962,2927.7792900000004,32733.099990000002,20420.0
2019,1,13,6,6,21510.96,16.48,9499.80387,2948.2942600000006,33961.067480000005,21180.0
2019,1,13,7,6,21489.64,24.43,9322.8636,3132.9289900000003,33943.48322,21170.0
2019,1,13,8,6,21323.22,579.46,9574.399440000001,3288.2566200000006,34186.73215,21320.0
2019,1,13,9,6,21437.27,1696.87,10008.74894,3341.0094000000004,34784.596990000005,21700.0
2019,1,13,10,6,21581.88,6282.61,10958.12792,3100.6911800000003,35640.364310000004,22230.0
2019,1,13,11,6,21819.2,6127.11,12136.53394,2895.5414800000003,36850.747540000004,22980.0
2019,1,13,12,6,22290.17,5572.21,12517.74157,2669.87681,37474.98877,23370.0
2019,1,13,13,6,22576.35,8884.2,13729.45358,2561.4405400000005,38867.07602000001,24240.0
2019,1,13,14,6,22733.81,9439.98,14620.555869999998,2564.37125,39919.20091000001,24900.0
2019,1,13,15,6,22721.56,6451.81,14694.553549999999,2376.80581,39793.180380000005,24820.0
2019,1,13,16,6,22688.33,3151.03,14582.290909999998,2473.51924,39743.35831000001,24790.0
2019,1,13,17,6,22532.09,358.89,13712.92368,2581.9555100000002,38826.04608,24210.0
2019,1,13,18,6,22920.3,27.12,13070.613969999999,2611.26261,38603.31212,24080.0
2019,1,13,19,6,22908.4,31.66,12946.95625,2637.639,38491.94514,24010.0
2019,1,13,20,6,22362.9,29.43,11984.283010000001,2646.43113,36994.35233,23070.0
2019,1,13,21,6,22034.0,28.1,11492.60641,2772.4516600000006,36296.84335,22640.0
2019,1,13,22,6,21545.4,28.58,10615.78314,2790.0359200000003,34948.71675,21800.0
2019,1,13,23,6,20465.33,27.65,9046.21638,2828.1351500000005,32340.384850000002,20170.0
2019,1,14,0,0,20915.01,27.88,8568.00989,2790.0359200000003,32272.978520000004,20130.0
2019,1,14,1,0,20708.92,26.95,8862.84,2918.9871600000006,32489.851060000005,20260.0
2019,1,14,2,0,20391.95,27.36,7908.57239,3018.6313000000005,31320.497770000005,19530.0
2019,1,14,3,0,20626.64,27.35,7986.15741,2968.8092300000003,31581.330960000003,19700.0
2019,1,14,4,0,21849.84,31.2,9178.6666,2948.2942600000006,33975.72103000001,21190.0
2019,1,14,5,0,22476.38,33.83,10316.69746,3039.14627,35833.791170000004,22350.0
2019,1,14,6,0,24371.94,31.72,10519.98006,3156.37467,38049.40793000001,23730.0
2019,1,14,7,0,24777.86,28.34,10570.41384,3513.92129,38861.2146,24240.0
2019,1,14,8,0,25303.84,380.72,10735.396309999998,3490.4756100000004,39529.41648,24650.0
2019,1,14,9,0,26030.65,972.64,11437.459850000001,3323.4251400000003,40792.55249,25440.0
2019,1,14,10,0,26198.71,6380.84,12726.82722,2995.1856200000007,41917.94513000001,26140.0
2019,1,14,11,0,26950.91,8341.62,15962.607899999999,2678.6689400000005,45593.05547,28430.0
2019,1,14,12,0,27810.85,9879.89,18034.78913,2529.2027300000004,48374.29926000001,30170.0
2019,1,14,13,0,27587.66,10058.97,19620.49892,2391.4593600000003,49599.33604000001,30930.0
2019,1,14,14,0,27669.01,7305.61,20772.703289999998,2300.60735,50742.31294,31650.0
2019,1,14,15,0,27577.37,4048.45,20788.635299999998,2280.0923800000005,50645.59951000001,31590.0
2019,1,14,16,0,27183.03,1658.05,20499.78409,2309.39948,49992.05118000001,31180.0
2019,1,14,17,0,26651.78,360.74,19835.563469999997,2341.63729,48825.628600000004,30450.0
2019,1,14,18,0,26264.78,24.46,18413.57003,2379.73652,47058.41047,29350.0
2019,1,14,19,0,25470.24,22.38,16613.74528,2511.6184700000003,44596.61407,27810.0
2019,1,14,20,0,24012.31,15.19,13533.16981,2590.74764,40133.14274,25030.0
2019,1,14,21,0,23641.81,15.25,12683.77914,2655.22326,38981.37371,24310.0
2019,1,14,22,0,22415.03,15.65,11915.66634,2505.7570500000006,36836.09399,22970.0
2019,1,14,23,0,21395.26,16.04,11668.91362,2617.12403,35681.394250000005,22250.0
2019,1,15,0,1,20739.73,16.44,11121.94978,2646.43113,34509.110250000005,21520.0
2019,1,15,1,1,20471.64,16.31,10869.991899999999,2666.9461,34007.95884000001,21210.0
2019,1,15,2,1,20178.37,16.77,9877.002120000001,2702.1146200000003,32756.545670000003,20430.0
2019,1,15,3,1,20658.5,16.42,9757.283440000001,2669.87681,33084.78519,20630.0
2019,1,15,4,1,21428.26,18.34,10924.32955,2684.53036,35036.63805,21850.0
2019,1,15,5,1,22233.42,16.86,11168.65554,2669.87681,36071.178680000005,22500.0
2019,1,15,6,1,23456.65,17.09,11352.45396,2933.64071,37741.68338,23540.0
2019,1,15,7,1,24307.05,23.12,11429.79279,3150.5132500000004,38887.590990000004,24250.0
2019,1,15,8,1,24675.86,641.28,11409.78106,3197.4046100000005,39280.306130000004,24500.0
2019,1,15,9,1,25645.4,1137.86,12052.653489999999,3323.4251400000003,41018.21716000001,25580.0
2019,1,15,10,1,26259.01,2824.63,13030.555339999999,2877.9572200000002,42167.05548,26300.0
2019,1,15,11,1,26451.08,3486.92,14345.56164,2555.5791200000003,43351.06232,27040.0
2019,1,15,12,1,27616.25,3162.06,16898.30575,2426.62788,46941.18207,29280.0
2019,1,15,13,1,27732.61,1989.21,17366.10192,2453.00427,47550.76975000001,29660.0
2019,1,15,14,1,27524.28,967.01,16959.25536,2499.89563,46982.21201,29300.0
2019,1,15,15,1,27515.83,1426.3,17068.59889,2473.51924,47058.41047,29350.0
2019,1,15,16,1,27148.79,919.12,16808.55191,2394.3900700000004,46349.17865000001,28910.0
2019,1,15,17,1,27122.42,69.41,15497.449479999997,2655.22326,45273.60808,28240.0
2019,1,15,18,1,26208.94,20.45,14102.67762,3045.0076900000004,43353.993030000005,27040.0
2019,1,15,19,1,25196.98,18.99,12836.55762,3124.1368600000005,41158.891240000004,25670.0
2019,1,15,20,1,24870.44,18.06,12688.73811,3112.41402,40672.39338,25370.0
2019,1,15,21,1,24439.17,15.15,12340.66062,3042.0769800000003,39822.48748,24840.0
2019,1,15,22,1,23697.71,14.79,11549.54664,2907.26432,38154.913490000006,23800.0
2019,1,15,23,1,22798.52,16.15,11102.184239999999,2918.9871600000006,36818.509730000005,22960.0
2019,1,16,0,2,22022.17,15.38,10469.15941,2833.9965700000002,35323.847630000004,22030.0
2019,1,16,1,2,21597.28,15.6,10052.6411,2687.4610700000003,34336.19836,21420.0
2019,1,16,2,2,21627.16,15.69,9973.54377,2658.1539700000003,34259.9999,21370.0
2019,1,16,3,2,21279.2,15.45,9570.88244,2634.7082900000005,33486.292460000004,20880.0
2019,1,16,4,2,21404.1,15.43,9543.871879999999,2693.32249,33638.68938,20980.0
2019,1,16,5,2,22517.33,16.25,9762.06656,3168.0975100000005,35446.937450000005,22110.0
2019,1,16,6,2,23837.45,17.16,10234.99755,3666.3182100000004,37738.75267000001,23540.0
2019,1,16,7,2,24610.61,23.69,10518.88979,3607.7040100000004,38738.124780000006,24160.0
2019,1,16,8,2,25180.83,853.56,10901.92626,3625.28827,39708.189790000004,24760.0
2019,1,16,9,2,26051.2,4861.73,12549.67593,3382.0393400000003,41982.420750000005,26180.0
